YEAR,LATITUDE,LONGITUDE,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,ACCIDENT TYPE
2020,40.712055,-73.96615,1,0,Injured
2020,40.675686,-73.94225,1,0,Injured
2020,40.679276,-73.92906,1,0,Injured
2020,40.670124,-73.95528,1,0,Injured
2020,40.69046,-73.946335,1,0,Injured
2020,40.700424,-73.9444,1,0,Injured
2020,40.804066,-73.93267,1,0,Injured
2020,40.644493,-73.928604,1,0,Injured
2020,40.74238,-73.88189,1,0,Injured
2020,40.711468,-73.96178,1,0,Injured
2020,40.70213,-73.80445,1,0,Injured
2020,40.8178,-73.9456,1,0,Injured
2020,40.75855,-73.82964,1,0,Injured
2020,40.690907,-73.95542,1,0,Injured
2020,40.62237,-73.96473,1,0,Injured
2020,40.688572,-73.991104,1,0,Injured
2020,40.845562,-73.9139,1,0,Injured
2020,40.618973,-74.00523,1,0,Injured
2020,40.702152,-73.94438,1,0,Injured
2020,40.697556,-73.91181,1,0,Injured
2020,40.597828,-74.06477,1,0,Injured
2020,40.698536,-73.91788,1,0,Injured
2020,40.69299,-73.95583,1,0,Injured
2020,40.764347,-73.92347,1,0,Injured
2020,40.705135,-73.905334,1,0,Injured
2020,40.711246,-73.947975,1,0,Injured
2020,40.758316,-73.91069,1,0,Injured
2020,40.683266,-73.96587,1,0,Injured
2020,40.723923,-73.89916,1,0,Injured
2020,40.748154,-73.85403,1,0,Injured
2020,40.75092,-73.86224,1,0,Injured
2020,40.854248,-73.89399,1,0,Injured
2020,40.83626,-73.84732,1,0,Injured
2020,40.844448,-73.82846,1,0,Injured
2020,40.711567,-74.01579,1,0,Injured
2020,40.718143,-73.993835,1,0,Injured
2020,40.858707,-73.9037,1,0,Injured
2020,40.756996,-73.90784,1,0,Injured
2020,40.67671,-73.97711,1,0,Injured
2020,40.73265,-73.95468,1,0,Injured
2020,40.657795,-73.95115,1,0,Injured
2020,40.748775,-73.87323,1,0,Injured
2020,40.646378,-73.97085,1,0,Injured
2020,40.596233,-73.938194,1,0,Injured
2020,40.8398,-73.928665,1,0,Injured
2020,40.73723,-73.7401,1,0,Injured
2020,40.84091,-73.904755,1,0,Injured
2020,40.72533,-73.97483,1,0,Injured
2020,40.833416,-73.90709,1,0,Injured
2020,40.706833,-73.78338,1,0,Injured
2020,40.691704,-73.94849,1,0,Injured
2020,40.713135,-74.00407,1,0,Injured
2020,40.677917,-73.93861,1,0,Injured
2020,40.758633,-73.96579,1,0,Injured
2020,40.70745,-73.9551,1,0,Injured
2020,40.79177,-73.96462,1,0,Injured
2020,40.822834,-73.941925,1,0,Injured
2020,40.75093,-73.75457,1,0,Injured
2020,40.581257,-73.957924,1,0,Injured
2020,40.859303,-73.89884,1,0,Injured
2020,40.72547,-73.98396,1,0,Injured
2020,40.692783,-73.91181,1,0,Injured
2020,40.75482,-73.978134,1,0,Injured
2020,40.65694,-73.98008,1,0,Injured
2020,40.765324,-73.816185,1,0,Injured
2020,40.724136,-73.992615,1,0,Injured
2020,40.623585,-74.08278,1,0,Injured
2020,40.68631,-73.97445,1,0,Injured
2020,40.76285,-73.967735,1,0,Injured
2020,40.683807,-73.87161,1,0,Injured
2020,40.599854,-73.98878,1,0,Injured
2020,40.57279,-73.99597,1,0,Injured
2020,40.669403,-73.94221,1,0,Injured
2020,40.70823,-73.94165,1,0,Injured
2020,40.799458,-73.95154,1,0,Injured
2020,40.76943,-73.91025,1,0,Injured
2020,40.634132,-73.98765,1,0,Injured
2020,40.754868,-73.82399,1,0,Injured
2020,40.73602,-73.98228,1,0,Injured
2020,40.759617,-73.961975,1,0,Injured
2020,40.812622,-73.92934,1,0,Injured
2020,40.691666,-73.76239,1,0,Injured
2020,40.725643,-73.99377,2,0,Injured
2020,40.817863,-73.905014,1,0,Injured
2020,40.66843,-73.91919,1,0,Injured
2020,40.751545,-73.87085,1,0,Injured
2020,40.767815,-73.98951,1,0,Injured
2020,40.644825,-73.99628,1,0,Injured
2020,40.75394,-73.86891,1,0,Injured
2020,40.734547,-73.95385,1,0,Injured
2020,40.681637,-73.99392,1,0,Injured
2020,40.69825,-73.92997,1,0,Injured
2020,40.819744,-73.86544,1,0,Injured
2020,40.582718,-73.956116,1,0,Injured
2020,40.539845,-74.17724,1,0,Injured
2020,40.7606,-73.96434,1,0,Injured
2020,40.764587,-73.99354,1,0,Injured
2020,40.642303,-74.01324,1,0,Injured
2020,40.70377,-73.80522,1,0,Injured
2020,40.626038,-74.00001,2,0,Injured
2020,40.64029,-73.994804,1,0,Injured
2020,40.74539,-73.90559,1,0,Injured
2020,40.72898,-73.882385,1,0,Injured
2020,40.645767,-73.98529,1,0,Injured
2020,40.58196,-73.959946,1,0,Injured
2020,40.745686,-73.97213,1,0,Injured
2020,40.723648,-73.98529,1,0,Injured
2020,40.6884,-73.95118,1,0,Injured
2020,40.866383,-73.88515,1,0,Injured
2020,40.84063,-73.8383,1,0,Injured
2020,40.829155,-73.93728,1,0,Injured
2020,40.74631,-73.86827,1,0,Injured
2020,40.752308,-73.86808,1,0,Injured
2020,40.80098,-73.93178,2,0,Injured
2020,40.72593,-73.99466,1,0,Injured
2020,40.697918,-73.92083,1,0,Injured
2020,40.721233,-73.98778,1,0,Injured
2020,40.671032,-73.93927,1,0,Injured
2020,40.75447,-73.98018,1,0,Injured
2020,40.608204,-73.920715,1,0,Injured
2020,40.648308,-74.01412,1,0,Injured
2020,40.582462,-73.82799,1,0,Injured
2020,40.823647,-73.943855,1,0,Injured
2020,40.814102,-73.940865,1,0,Injured
2020,40.587444,-73.812164,1,0,Injured
2020,40.7563,-73.92007,1,0,Injured
2020,40.732254,-73.99636,1,0,Injured
2020,40.74289,-73.882835,1,0,Injured
2020,40.819717,-73.94048,1,0,Injured
2020,40.822838,-73.928764,1,0,Injured
2020,40.68936,-73.7962,1,0,Injured
2020,40.653454,-73.89761,1,0,Injured
2020,40.711777,-73.99219,1,0,Injured
2020,40.759773,-73.8173,1,0,Injured
2020,40.676445,-73.92762,1,0,Injured
2020,40.699432,-73.83272,1,0,Injured
2020,40.67798,-73.872116,1,0,Injured
2020,40.846138,-73.86172,1,0,Injured
2020,40.818394,-73.95089,1,0,Injured
2020,40.63529,-74.02502,1,0,Injured
2020,40.64995,-74.01231,1,0,Injured
2020,40.69097,-73.94833,1,0,Injured
2020,40.62023,-74.02729,1,0,Injured
2020,40.683693,-73.96189,1,0,Injured
2020,40.68225,-73.919876,1,0,Injured
2020,40.687534,-73.9775,1,0,Injured
2020,40.6733,-73.90392,1,0,Injured
2020,40.587574,-73.964714,1,0,Injured
2020,40.643745,-73.97009,1,0,Injured
2020,40.609356,-74.01523,1,0,Injured
2020,40.825924,-73.85705,1,0,Injured
2020,40.81687,-73.95371,1,0,Injured
2020,40.830914,-73.92047,1,0,Injured
2020,40.727478,-74.005486,1,0,Injured
2020,40.69312,-73.96882,1,0,Injured
2020,40.73599,-73.98946,2,0,Injured
2020,40.822033,-73.91182,1,0,Injured
2020,40.747295,-73.97405,1,0,Injured
2020,40.760006,-73.92118,1,0,Injured
2020,40.819572,-73.94993,1,0,Injured
2020,40.696205,-73.91782,1,0,Injured
2020,40.669853,-73.73402,1,0,Injured
2020,40.794052,-73.970375,1,0,Injured
2020,40.709377,-73.84413,1,0,Injured
2020,40.7808,-73.954636,1,0,Injured
2020,40.68578,-73.9544,1,0,Injured
2020,40.806355,-73.953964,1,0,Injured
2020,40.7067,-73.95292,1,0,Injured
2020,40.688553,-73.91245,1,0,Injured
2020,40.81536,-73.8867,1,0,Injured
2020,40.660973,-73.89503,1,0,Injured
2020,40.621902,-73.92721,1,0,Injured
2020,40.885204,-73.8344,1,0,Injured
2020,40.86406,-73.900085,1,0,Injured
2020,40.654846,-73.88569,1,0,Injured
2020,40.714348,-74.00618,1,0,Injured
2020,40.59599,-73.94032,1,0,Injured
2020,40.669243,-73.98294,1,0,Injured
2020,40.69603,-73.943535,1,0,Injured
2020,40.82154,-73.94287,2,0,Injured
2020,40.63849,-74.02682,1,0,Injured
2020,40.78293,-73.81676,1,0,Injured
2020,40.721233,-73.73634,1,0,Injured
2020,40.846542,-73.88561,1,0,Injured
2020,40.84919,-73.91729,1,0,Injured
2020,40.767086,-73.99003,1,0,Injured
2020,40.67798,-73.872116,1,0,Injured
2020,40.586166,-73.818596,1,0,Injured
2020,40.70041,-73.90368,1,0,Injured
2020,40.81679,-73.903885,1,0,Injured
2020,40.70636,-73.905266,1,0,Injured
2020,40.69593,-73.90467,1,0,Injured
2020,40.698265,-73.93399,1,0,Injured
2020,40.636086,-73.95091,2,0,Injured
2020,40.640774,-74.02917,1,0,Injured
2020,40.76013,-73.877426,1,0,Injured
2020,40.693874,-73.91777,1,0,Injured
2020,40.737328,-73.99266,1,0,Injured
2020,40.747784,-73.85727,1,0,Injured
2020,40.80599,-73.96799,1,0,Injured
2020,40.877796,-73.86806,1,0,Injured
2020,40.859303,-73.89884,1,0,Injured
2020,40.66511,-73.93703,1,0,Injured
2020,40.64606,-74.01648,1,0,Injured
2020,40.66052,-73.99657,1,0,Injured
2020,40.639305,-73.95898,1,0,Injured
2020,40.75868,-73.803276,1,0,Injured
2020,40.720707,-73.981316,1,0,Injured
2020,40.723183,-73.90059,1,0,Injured
2020,40.74198,-73.99064,1,0,Injured
2020,40.859875,-73.89323,1,0,Injured
2020,40.83639,-73.91588,1,0,Injured
2020,40.801754,-73.93121,1,0,Injured
2020,40.843765,-73.8656,1,0,Injured
2020,40.884068,-73.85917,1,0,Injured
2020,40.83877,-73.87791,2,0,Injured
2020,40.70299,-73.99471,1,0,Injured
2020,40.84653,-73.93576,1,0,Injured
2020,40.691864,-73.83579,1,0,Injured
2020,40.725624,-73.99491,2,0,Injured
2020,40.888092,-73.85355,2,0,Injured
2020,40.815735,-73.91829,1,0,Injured
2020,40.676785,-73.969185,1,0,Injured
2020,40.692482,-73.9203,1,0,Injured
2020,40.897984,-73.897026,2,0,Injured
2020,40.663483,-73.9627,1,0,Injured
2020,40.850018,-73.9107,1,0,Injured
2020,40.747295,-73.97405,1,0,Injured
2020,40.610157,-74.01203,1,0,Injured
2020,40.841347,-73.9169,1,0,Injured
2020,40.651382,-73.88337,1,0,Injured
2020,40.827316,-73.88675,2,0,Injured
2020,40.700798,-73.894585,1,0,Injured
2020,40.593807,-73.99718,1,0,Injured
2020,40.67578,-74.0014,1,0,Injured
2020,40.758995,-73.944534,1,0,Injured
2020,40.6931,-73.95489,1,0,Injured
2020,40.694126,-73.9991,2,0,Injured
2020,40.868565,-73.89657,1,0,Injured
2020,40.670494,-73.88085,1,0,Injured
2020,40.80565,-73.92062,1,0,Injured
2020,40.652313,-73.95602,1,0,Injured
2020,40.862,-73.85591,1,0,Injured
2020,40.69767,-73.96675,1,0,Injured
2020,40.757534,-73.86658,1,0,Injured
2020,40.74757,-73.952484,1,0,Injured
2020,40.85447,-73.91008,1,0,Injured
2020,40.820255,-73.94562,1,0,Injured
2020,40.76428,-73.97302,1,0,Injured
2020,40.76906,-73.961105,1,0,Injured
2020,40.72605,-73.98354,1,0,Injured
2020,40.67947,-73.95313,1,0,Injured
2020,40.67492,-73.836334,1,0,Injured
2020,40.65319,-73.96622,1,0,Injured
2020,40.675385,-73.95337,1,0,Injured
2020,40.763416,-73.92844,1,0,Injured
2020,40.854916,-73.93604,1,0,Injured
2020,40.836967,-73.90696,1,0,Injured
2020,40.83164,-73.876076,1,0,Injured
2020,40.71997,-73.992905,1,0,Injured
2020,40.832706,-73.90506,1,0,Injured
2020,40.67562,-73.87046,1,0,Injured
2020,40.76155,-73.96659,1,0,Injured
2020,40.721886,-73.977356,1,0,Injured
2020,40.7453,-73.986855,1,0,Injured
2020,40.72002,-73.81834,1,0,Injured
2020,40.69386,-73.96222,1,0,Injured
2020,40.599335,-73.99412,1,0,Injured
2020,40.732403,-74.0102,1,0,Injured
2020,40.646786,-74.008575,1,0,Injured
2020,40.68947,-73.96911,1,0,Injured
2020,40.80061,-73.94229,1,0,Injured
2020,40.76536,-73.98759,1,0,Injured
2020,40.643986,-74.01149,1,0,Injured
2020,40.844547,-73.88531,2,0,Injured
2020,40.820255,-73.94562,1,0,Injured
2020,40.83181,-73.86222,1,0,Injured
2020,40.734993,-73.936295,1,0,Injured
2020,40.833843,-73.94851,0,1,Fatal
2020,40.820965,-73.939575,1,0,Injured
2020,40.630505,-73.92812,1,0,Injured
2020,40.88956,-73.82052,1,0,Injured
2020,40.844677,-73.93886,1,0,Injured
2020,40.86536,-73.87043,1,0,Injured
2020,40.651188,-73.94175,1,0,Injured
2020,40.68096,-73.93765,1,0,Injured
2020,40.792095,-73.97366,1,0,Injured
2020,40.698265,-73.93399,1,0,Injured
2020,40.84497,-73.90247,1,0,Injured
2020,40.790604,-73.97659,2,0,Injured
2020,40.87657,-73.90692,1,0,Injured
2020,40.6678,-73.91028,1,0,Injured
2020,40.81458,-73.94795,1,0,Injured
2020,40.82855,-73.85963,1,0,Injured
2020,40.627094,-73.94161,1,0,Injured
2020,40.74995,-73.89914,1,0,Injured
2020,40.75898,-73.96244,1,0,Injured
2020,40.844585,-73.904854,1,0,Injured
2020,40.750645,-73.94566,1,0,Injured
2020,40.745384,-73.99471,1,0,Injured
2020,40.761234,-73.96389,1,0,Injured
2020,40.856873,-73.88771,1,0,Injured
2020,40.699837,-73.90869,1,0,Injured
2020,40.68569,-73.93559,1,0,Injured
2020,40.60168,-74.1633,1,0,Injured
2020,40.629936,-73.957214,1,0,Injured
2020,40.7471,-73.95008,1,0,Injured
2020,40.74681,-73.89176,1,0,Injured
2020,40.776215,-73.917595,1,0,Injured
2020,40.67989,-73.94034,1,0,Injured
2020,40.66885,-73.91635,1,0,Injured
2020,40.841274,-73.91762,1,0,Injured
2020,40.699505,-73.88883,1,0,Injured
2020,40.77918,-73.9508,1,0,Injured
2020,40.743008,-73.89142,1,0,Injured
2020,40.57969,-74.100395,1,0,Injured
2020,40.719395,-74.00189,1,0,Injured
2020,40.700516,-73.89838,1,0,Injured
2020,40.68694,-73.87323,1,0,Injured
2020,40.745182,-73.97093,1,0,Injured
2020,40.84764,-73.901,1,0,Injured
2020,40.80061,-73.94229,1,0,Injured
2020,40.636627,-73.94226,1,0,Injured
2020,40.71235,-73.89129,1,0,Injured
2020,40.75184,-73.90358,1,0,Injured
2020,40.590202,-73.795944,1,0,Injured
2020,40.63038,-73.95851,1,0,Injured
2020,40.687782,-73.91907,1,0,Injured
2020,40.753563,-73.870705,1,0,Injured
2020,40.685375,-73.96525,1,0,Injured
2020,40.711643,-73.94392,1,0,Injured
2020,40.678394,-73.94692,1,0,Injured
2020,40.675537,-73.871,1,0,Injured
2020,40.704254,-73.96722,1,0,Injured
2020,40.618797,-73.9835,1,0,Injured
2020,40.720707,-73.981316,1,0,Injured
2020,40.622955,-73.93723,1,0,Injured
2020,40.593586,-73.942566,1,0,Injured
2020,40.678158,-73.96676,1,0,Injured
2020,40.697998,-73.92606,1,0,Injured
2020,40.689274,-73.99913,1,0,Injured
2020,40.889217,-73.866875,1,0,Injured
2020,40.785805,-73.97268,1,0,Injured
2020,40.689842,-73.850075,1,0,Injured
2020,40.702072,-73.96452,1,0,Injured
2020,40.78517,-73.973145,1,0,Injured
2020,40.710957,-73.951126,1,0,Injured
2020,40.63574,-74.02605,1,0,Injured
2020,40.77099,-73.99092,1,0,Injured
2020,40.70213,-73.94432,1,0,Injured
2020,40.65461,-73.922,1,0,Injured
2020,40.79799,-73.96199,1,0,Injured
2020,40.71512,-73.83224,1,0,Injured
2020,40.75763,-73.865685,1,0,Injured
2020,40.8174,-73.83866,1,0,Injured
2020,40.762966,-73.973976,1,0,Injured
2020,40.723003,-73.94502,1,0,Injured
2020,40.621082,-73.981125,1,0,Injured
2020,40.858517,-73.86784,1,0,Injured
2020,40.750137,-73.86076,1,0,Injured
2020,40.90348,-73.85035,1,0,Injured
2020,40.710262,-73.95802,1,0,Injured
2020,40.650528,-73.95583,1,0,Injured
2020,40.747375,-73.88648,1,0,Injured
2020,40.709557,-74.00644,1,0,Injured
2020,40.80417,-73.966705,1,0,Injured
2020,40.70938,-73.9371,1,0,Injured
2020,40.86993,-73.89868,1,0,Injured
2020,40.78257,-73.94522,1,0,Injured
2020,40.598404,-73.94635,1,0,Injured
2020,40.641186,-74.014404,1,0,Injured
2020,40.839867,-73.93692,1,0,Injured
2020,40.671825,-73.774506,1,0,Injured
2020,40.716206,-73.9661,1,0,Injured
2020,40.847385,-73.88948,1,0,Injured
2020,40.819786,-73.92803,1,0,Injured
2020,40.834915,-73.894135,1,0,Injured
2020,40.690823,-73.936615,1,0,Injured
2020,40.85441,-73.86294,1,0,Injured
2020,40.727367,-73.87995,1,0,Injured
2020,40.84859,-73.786995,1,0,Injured
2020,40.742023,-73.98292,1,0,Injured
2020,40.66812,-73.9872,1,0,Injured
2020,40.694557,-73.906555,1,0,Injured
2020,40.829754,-73.87374,1,0,Injured
2020,40.63969,-73.95321,1,0,Injured
2020,40.753014,-73.95041,1,0,Injured
2020,40.66602,-73.896324,1,0,Injured
2020,40.879215,-73.885284,1,0,Injured
2020,40.72648,-73.89442,1,0,Injured
2020,40.637638,-73.95761,1,0,Injured
2020,40.67452,-73.878044,1,0,Injured
2020,40.705425,-73.78228,1,0,Injured
2020,40.752888,-73.783264,1,0,Injured
2020,40.72581,-73.779564,1,0,Injured
2020,40.804905,-73.91883,1,0,Injured
2020,40.749157,-73.86943,1,0,Injured
2020,40.71894,-73.95654,1,0,Injured
2020,40.88349,-73.89857,1,0,Injured
2020,40.70717,-73.94491,1,0,Injured
2020,40.643166,-73.9905,1,0,Injured
2020,40.703415,-73.89765,1,0,Injured
2020,40.62998,-73.975006,1,0,Injured
2020,40.762012,-73.911,1,0,Injured
2020,40.682693,-73.99043,1,0,Injured
2020,40.682507,-73.94375,1,0,Injured
2020,40.759163,-73.988396,1,0,Injured
2020,40.688553,-73.91245,1,0,Injured
2020,40.59346,-73.777985,1,0,Injured
2020,40.546814,-74.14465,1,0,Injured
2020,40.630615,-74.03962,1,0,Injured
2020,40.610523,-74.00806,1,0,Injured
2020,40.704895,-73.94926,1,0,Injured
2020,40.679073,-73.92527,1,0,Injured
2020,40.80761,-73.95305,1,0,Injured
2020,40.659645,-73.84869,1,0,Injured
2020,40.73329,-73.98719,1,0,Injured
2020,40.640835,-73.98967,1,0,Injured
2020,40.673843,-73.92509,1,0,Injured
2020,40.6337,-73.96719,1,0,Injured
2020,40.70239,-73.924644,1,0,Injured
2020,40.74715,-73.985504,1,0,Injured
2020,40.784554,-73.94379,1,0,Injured
2020,40.765224,-73.92275,1,0,Injured
2020,40.70913,-73.90436,1,0,Injured
2020,40.6915,-73.90956,1,0,Injured
2020,40.68479,-73.86815,1,0,Injured
2020,40.74283,-73.97423,1,0,Injured
2020,40.82579,-73.941055,1,0,Injured
2020,40.82092,-73.94333,1,0,Injured
2020,40.66394,-73.84107,1,0,Injured
2020,40.801872,-73.94137,1,0,Injured
2020,40.829597,-73.94814,1,0,Injured
2020,40.583725,-73.89372,1,0,Injured
2020,40.609253,-73.96905,1,0,Injured
2020,40.74484,-73.85225,1,0,Injured
2020,40.741764,-73.8809,1,0,Injured
2020,40.711823,-73.83612,1,0,Injured
2020,40.672153,-73.99244,1,0,Injured
2020,40.734818,-73.73494,1,0,Injured
2020,40.855785,-73.90558,1,0,Injured
2020,40.782787,-73.95741,1,0,Injured
2020,40.822594,-73.90269,1,0,Injured
2020,40.804375,-73.93742,1,0,Injured
2020,40.74119,-73.90156,1,0,Injured
2020,40.660225,-73.99459,1,0,Injured
2020,40.882168,-73.863594,1,0,Injured
2020,40.834198,-73.85169,1,0,Injured
2020,40.59478,-73.991684,1,0,Injured
2020,40.805706,-73.95633,1,0,Injured
2020,40.767963,-73.9837,1,0,Injured
2020,40.848255,-73.90976,1,0,Injured
2020,40.71598,-73.983734,1,0,Injured
2020,40.58848,-73.991875,1,0,Injured
2020,40.650288,-73.9273,1,0,Injured
2020,40.83569,-73.93739,2,0,Injured
2020,40.750645,-73.94566,1,0,Injured
2020,40.737373,-73.98127,1,0,Injured
2020,40.61565,-73.94474,1,0,Injured
2020,40.692097,-73.988976,1,0,Injured
2020,40.632164,-74.166336,1,0,Injured
2020,40.814266,-73.912964,1,0,Injured
2020,40.744545,-73.86782,1,0,Injured
2020,40.613235,-74.00943,1,0,Injured
2020,40.65067,-73.95248,1,0,Injured
2020,40.740772,-73.89867,1,0,Injured
2020,40.795467,-73.94605,1,0,Injured
2020,40.7586,-73.91821,1,0,Injured
2020,40.681484,-73.97703,1,0,Injured
2020,40.672733,-73.96966,1,0,Injured
2020,40.846195,-73.89273,1,0,Injured
2020,40.64495,-73.95186,1,0,Injured
2020,40.7966,-73.97039,1,0,Injured
2020,40.815937,-73.909134,1,0,Injured
2020,40.751545,-73.87085,1,0,Injured
2020,40.700813,-73.95447,1,0,Injured
2020,40.687626,-73.92365,1,0,Injured
2020,40.696865,-73.83717,1,0,Injured
2020,40.660946,-73.96067,1,0,Injured
2020,40.683628,-73.99756,1,0,Injured
2020,40.602535,-73.99321,1,0,Injured
2020,40.645664,-74.00974,1,0,Injured
2020,40.740364,-73.89972,1,0,Injured
2020,40.752934,-73.9855,1,0,Injured
2020,40.682507,-73.94375,1,0,Injured
2020,40.845177,-73.88832,1,0,Injured
2020,40.70992,-73.9623,1,0,Injured
2020,40.755756,-73.96479,1,0,Injured
2020,40.6094,-73.967674,1,0,Injured
2020,40.71141,-73.9464,1,0,Injured
2020,40.665993,-73.8858,1,0,Injured
2020,40.746048,-73.89903,1,0,Injured
2020,40.678722,-73.952995,1,0,Injured
2020,40.68978,-73.965195,1,0,Injured
2020,40.71982,-73.90345,1,0,Injured
2020,40.70914,-73.950836,1,0,Injured
2020,40.635494,-74.00196,1,0,Injured
2020,40.834423,-73.879265,2,0,Injured
2020,40.750225,-73.85515,1,0,Injured
2020,40.71918,-73.99029,1,0,Injured
2020,40.694855,-73.925,1,0,Injured
2020,40.82325,-73.88277,1,0,Injured
2020,40.774166,-73.9031,1,0,Injured
2020,40.739346,-73.99118,1,0,Injured
2020,40.77021,-73.923805,1,0,Injured
2020,40.75045,-73.9873,1,0,Injured
2020,40.758972,-73.91901,1,0,Injured
2020,40.68532,-73.98071,1,0,Injured
2020,40.813488,-73.89935,1,0,Injured
2020,40.74394,-73.85528,1,0,Injured
2020,40.653755,-73.88173,1,0,Injured
2020,40.741863,-73.90751,1,0,Injured
2020,40.686234,-73.82418,1,0,Injured
2020,40.6359,-73.959274,1,0,Injured
2020,40.68631,-73.97445,1,0,Injured
2020,40.698265,-73.93399,1,0,Injured
2020,40.797943,-73.94003,1,0,Injured
2020,40.838497,-73.939835,1,0,Injured
2020,40.59783,-73.965485,1,0,Injured
2020,40.675354,-73.952774,1,0,Injured
2020,40.8165,-73.946556,1,0,Injured
2020,40.709946,-73.955505,1,0,Injured
2020,40.74347,-74.00725,1,0,Injured
2020,40.815403,-73.93992,1,0,Injured
2020,40.650528,-73.95583,1,0,Injured
2020,40.72709,-73.991554,1,0,Injured
2020,40.757233,-73.9898,1,0,Injured
2020,40.76889,-73.9821,1,0,Injured
2020,40.578133,-73.84223,1,0,Injured
2020,40.741993,-73.807304,1,0,Injured
2020,40.610317,-73.98304,1,0,Injured
2020,40.79044,-73.80193,1,0,Injured
2020,40.754406,-73.85581,1,0,Injured
2020,40.80202,-73.94969,1,0,Injured
2020,40.84809,-73.856285,1,0,Injured
2020,40.78517,-73.94332,1,0,Injured
2020,40.606354,-74.06043,1,0,Injured
2020,40.728745,-73.978546,1,0,Injured
2020,40.57563,-73.96395,1,0,Injured
2020,40.695705,-73.94637,1,0,Injured
2020,40.744587,-73.81966,1,0,Injured
2020,40.771393,-73.98216,1,0,Injured
2020,40.745293,-73.9985,1,0,Injured
2020,40.713078,-73.96408,1,0,Injured
2020,40.81459,-73.9139,1,0,Injured
2020,40.58345,-73.950386,1,0,Injured
2020,40.733032,-73.954735,1,0,Injured
2020,40.712753,-73.93454,1,0,Injured
2020,40.664658,-73.90559,1,0,Injured
2020,40.595753,-73.77403,1,0,Injured
2020,40.757847,-73.89922,2,0,Injured
2020,40.673183,-74.00262,1,0,Injured
2020,40.814266,-73.912964,1,0,Injured
2020,40.66437,-73.91815,1,0,Injured
2020,40.701862,-73.94383,1,0,Injured
2020,40.82959,-73.90949,1,0,Injured
2020,40.67671,-73.97711,1,0,Injured
2020,40.63178,-73.945625,1,0,Injured
2020,40.716236,-73.89783,1,0,Injured
2020,40.880466,-73.88384,1,0,Injured
2020,40.67818,-73.870705,1,0,Injured
2020,40.8344,-73.87276,0,1,Fatal
2020,40.64327,-73.97833,1,0,Injured
2020,40.8518,-73.909225,1,0,Injured
2020,40.74573,-73.98022,1,0,Injured
2020,40.643383,-73.946655,1,0,Injured
2020,40.767815,-73.98951,1,0,Injured
2020,40.718018,-73.99996,1,0,Injured
2020,40.67118,-73.89181,1,0,Injured
2020,40.809776,-73.92241,1,0,Injured
2020,40.757072,-73.85492,1,0,Injured
2020,40.825855,-73.821304,1,0,Injured
2020,40.679832,-73.95322,1,0,Injured
2020,40.634743,-74.00676,1,0,Injured
2020,40.58667,-73.966156,1,0,Injured
2020,40.6913,-73.9455,1,0,Injured
2020,40.700497,-73.90021,1,0,Injured
2020,40.65939,-73.96055,1,0,Injured
2020,40.809048,-73.92856,1,0,Injured
2020,40.830433,-73.86698,1,0,Injured
2020,40.614674,-73.82146,1,0,Injured
2020,40.641396,-73.98908,1,0,Injured
2020,40.69801,-73.887886,1,0,Injured
2020,40.771393,-73.98216,1,0,Injured
2020,40.666866,-73.92853,1,0,Injured
2020,40.74608,-73.974945,1,0,Injured
2020,40.6227,-73.93695,1,0,Injured
2020,40.823257,-73.94293,1,0,Injured
2020,40.637997,-74.02136,1,0,Injured
2020,40.715256,-73.95212,1,0,Injured
2020,40.661953,-73.75967,1,0,Injured
2020,40.841713,-73.93558,1,0,Injured
2020,40.80654,-73.92676,1,0,Injured
2020,40.822258,-73.95616,1,0,Injured
2020,40.74664,-73.891396,1,0,Injured
2020,40.651367,-73.95592,1,0,Injured
2020,40.764687,-73.99374,1,0,Injured
2020,40.52257,-74.19001,1,0,Injured
2020,40.84059,-73.86637,1,0,Injured
2020,40.72857,-73.90565,1,0,Injured
2020,40.84764,-73.901,1,0,Injured
2020,40.667145,-73.89948,1,0,Injured
2020,40.723484,-73.95165,1,0,Injured
2020,40.698536,-73.91788,1,0,Injured
2020,40.653774,-73.95617,1,0,Injured
2020,40.863647,-73.8918,1,0,Injured
2020,40.805557,-73.912415,1,0,Injured
2020,40.696228,-73.93393,1,0,Injured
2020,40.84764,-73.901,1,0,Injured
2020,40.763416,-73.92844,1,0,Injured
2020,40.84271,-73.885666,1,0,Injured
2020,40.697296,-73.92378,1,0,Injured
2020,40.774406,-73.965614,1,0,Injured
2020,40.763428,-73.99271,1,0,Injured
2020,40.6267,-73.96262,1,0,Injured
2020,40.592766,-73.96971,1,0,Injured
2020,40.82696,-73.937195,1,0,Injured
2020,40.67948,-73.93291,1,0,Injured
2020,40.70956,-73.921715,1,0,Injured
2020,40.701958,-73.9239,1,0,Injured
2020,40.83787,-73.9197,1,0,Injured
2020,40.738136,-74.0056,1,0,Injured
2020,40.77576,-73.91016,1,0,Injured
2020,40.58239,-73.82824,1,0,Injured
2020,40.654068,-74.001,1,0,Injured
2020,40.81922,-73.91062,1,0,Injured
2020,40.898113,-73.85344,1,0,Injured
2020,40.708675,-73.94342,1,0,Injured
2020,40.71946,-73.89117,1,0,Injured
2020,40.845837,-73.892006,1,0,Injured
2020,40.618523,-73.99081,1,0,Injured
2020,40.643707,-73.99744,1,0,Injured
2020,40.75058,-73.97667,1,0,Injured
