YEAR,LATITUDE,LONGITUDE,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,ACCIDENT TYPE
2021,40.681465,-73.970535,1,0,Injured
2021,40.77221,-73.982185,1,0,Injured
2021,40.7456,-73.868095,1,0,Injured
2021,40.704826,-73.79652,1,0,Injured
2021,40.69816,-73.92528,1,0,Injured
2021,40.84137,-73.826096,1,0,Injured
2021,40.734844,-73.98312,1,0,Injured
2021,40.72179,-73.99986,1,0,Injured
2021,40.575935,-74.00543,1,0,Injured
2021,40.74559,-73.87791,1,0,Injured
2021,40.852642,-73.908424,1,0,Injured
2021,40.68792,-73.98025,1,0,Injured
2021,40.787064,-73.94194,1,0,Injured
2021,40.670067,-73.90811,1,0,Injured
2021,40.61255,-73.96287,1,0,Injured
2021,40.824223,-73.89281,1,0,Injured
2021,40.72247,-73.987144,1,0,Injured
2021,40.874157,-73.899445,1,0,Injured
2021,40.70718,-73.92107,1,0,Injured
2021,40.711166,-73.9489,1,0,Injured
2021,40.691704,-73.94849,1,0,Injured
2021,40.784534,-73.9736,1,0,Injured
2021,40.70606,-73.87593,1,0,Injured
2021,40.58196,-73.959946,1,0,Injured
2021,40.792187,-73.9382,1,0,Injured
2021,40.696983,-73.935234,1,0,Injured
2021,40.691517,-73.838905,1,0,Injured
2021,40.75348,-73.980896,1,0,Injured
2020,40.824898,-73.927635,1,0,Injured
2021,40.707,-73.9538,1,0,Injured
2021,40.71074,-73.94548,1,0,Injured
2021,40.640068,-73.986885,1,0,Injured
2021,40.637043,-74.07621,1,0,Injured
2021,40.76023,-73.961525,1,0,Injured
2021,40.811596,-73.92285,1,0,Injured
2021,40.719048,-73.99648,1,0,Injured
2021,40.71528,-73.97648,1,0,Injured
2021,40.70284,-73.90529,1,0,Injured
2021,40.72639,-73.9918,1,0,Injured
2021,40.85241,-73.867775,1,0,Injured
2021,40.580658,-73.985664,1,0,Injured
2021,40.69939,-73.91938,1,0,Injured
2021,40.90104,-73.89689,1,0,Injured
2021,40.703053,-73.942505,1,0,Injured
2021,40.74249,-73.9847,1,0,Injured
2021,40.66803,-73.87285,1,0,Injured
2021,40.644405,-73.964096,1,0,Injured
2021,40.69051,-73.97872,1,0,Injured
2021,40.715996,-74.0071,1,0,Injured
2021,40.789635,-73.94609,1,0,Injured
2021,40.67875,-73.8205,1,0,Injured
2021,40.60676,-73.96373,1,0,Injured
2021,40.694305,-73.91852,1,0,Injured
2021,40.746414,-73.98184,1,0,Injured
2021,40.721973,-73.88011,1,0,Injured
2021,40.79668,-73.93492,1,0,Injured
2021,40.69296,-73.93106,1,0,Injured
2021,40.859642,-73.899826,1,0,Injured
2021,40.667336,-73.99124,1,0,Injured
2021,40.69302,-73.93706,1,0,Injured
2021,40.867256,-73.88363,1,0,Injured
2021,40.682133,-74.00038,1,0,Injured
2021,40.7417776,-73.707008,1,0,Injured
2021,40.672077,-73.941956,1,0,Injured
2022,40.715584,-74.00304,1,0,Injured
2022,40.81269,-73.95313,1,0,Injured
2022,40.867798,-73.89912,1,0,Injured
2022,40.60084,-73.93812,1,0,Injured
2022,40.745327,-73.922066,1,0,Injured
2022,40.74826,-73.97443,1,0,Injured
2022,40.72272,-73.994156,1,0,Injured
2022,40.710907,-73.95165,1,0,Injured
2021,40.867382,-73.926414,1,0,Injured
2021,40.74073,-73.981766,1,0,Injured
2021,40.668373,-73.92264,1,0,Injured
2021,40.679333,-73.97533,1,0,Injured
2021,40.77918,-73.9508,1,0,Injured
2021,40.676598,-73.93039,1,0,Injured
2021,40.633377,-73.9482,1,0,Injured
2021,40.695705,-73.94637,1,0,Injured
2021,40.686665,-73.86089,1,0,Injured
2021,40.730885,-73.9479,1,0,Injured
2021,40.710464,-73.986626,1,0,Injured
2021,40.80383,-73.94211,1,0,Injured
2021,40.711216,-73.94831,1,0,Injured
2021,40.821705,-73.9568,1,0,Injured
2021,40.69484,-73.98391,1,0,Injured
2021,40.72276,-73.98595,1,0,Injured
2021,40.736153,-73.86755,1,0,Injured
2021,40.668728,-73.986694,1,0,Injured
2021,40.676598,-73.93039,1,0,Injured
2021,40.726986,-73.985756,1,0,Injured
2021,40.895374,-73.86356,1,0,Injured
2021,40.689274,-73.99913,1,0,Injured
2021,40.814938,-73.919716,1,0,Injured
2022,40.788315,-73.9765,1,0,Injured
2021,40.68718,-73.79914,1,0,Injured
2021,40.723648,-73.99103,1,0,Injured
2021,40.758884,-73.871666,1,0,Injured
2021,40.681145,-73.84013,1,0,Injured
2021,40.80016,-73.93538,1,0,Injured
2022,40.672794,-73.98329,1,0,Injured
2021,40.637417,-74.03126,1,0,Injured
2021,40.69287,-73.85456,1,0,Injured
2021,40.68668,-73.97937,1,0,Injured
2022,0.0,0.0,1,0,Injured
2021,40.804585,-73.91213,1,0,Injured
2021,40.68787,-73.978355,1,0,Injured
2021,40.73384,-74.00121,1,0,Injured
2021,40.73398,-73.99095,1,0,Injured
2021,40.74905,-73.97243,1,0,Injured
2021,40.6198312,-74.0295626,1,0,Injured
2022,40.714462,-73.98166,1,0,Injured
2022,40.86177,-73.89868,1,0,Injured
2021,40.67689,-73.900055,1,0,Injured
2021,40.585373,-73.80963,1,0,Injured
2021,40.754707,-73.99164,1,0,Injured
2021,40.695847,-73.908806,1,0,Injured
2021,40.73117,-73.98433,1,0,Injured
2021,40.848362,-73.86252,1,0,Injured
2021,40.853683,-73.86917,1,0,Injured
2021,40.602478,-73.96636,1,0,Injured
2021,40.75582,-73.970764,1,0,Injured
2021,40.79378,-73.945175,1,0,Injured
2021,40.695255,-73.75554,1,0,Injured
2021,40.753933,-73.86122,1,0,Injured
2021,40.779476,-73.97358,1,0,Injured
2021,40.73673,-73.85625,1,0,Injured
2021,40.862755,-73.901085,1,0,Injured
2021,40.76713,-73.99373,1,0,Injured
2021,40.77622,-73.97596,1,0,Injured
2022,40.596745,-73.985275,1,0,Injured
2021,40.74603,-73.913376,1,0,Injured
2022,40.71885,-73.98923,1,0,Injured
2022,40.564285,-74.12652,1,0,Injured
2022,40.60063,-73.9831,1,0,Injured
2021,40.714928,-74.00795,1,0,Injured
2022,40.802074,-73.94979,1,0,Injured
2022,40.73992,-73.81513,1,0,Injured
2022,40.767593,-73.912,1,0,Injured
2021,40.731018,-73.985916,1,0,Injured
2022,40.834423,-73.90389,1,0,Injured
2021,40.700726,-73.94194,1,0,Injured
2021,40.58525,-73.98728,1,0,Injured
2021,40.621548,-74.024704,1,0,Injured
2021,40.84518,-73.91417,1,0,Injured
2021,40.664047,-73.888115,1,0,Injured
2021,40.73329,-73.98719,1,0,Injured
2021,40.698406,-73.80647,1,0,Injured
2021,40.82615,-73.87766,1,0,Injured
2021,40.699165,-73.95548,1,0,Injured
2021,40.63003,-73.990166,1,0,Injured
2021,40.760624,-73.81769,1,0,Injured
2021,40.681057,-74.00856,1,0,Injured
2021,40.808163,-73.95263,1,0,Injured
2022,40.71407,-73.954346,1,0,Injured
2022,40.723274,-73.99122,1,0,Injured
2021,40.677414,-73.93033,1,0,Injured
2021,40.758007,-73.96625,1,0,Injured
2022,40.783897,-73.97407,1,0,Injured
2021,40.718666,-73.9635,1,0,Injured
2021,40.75372,-73.83283,1,0,Injured
2021,40.691753,-73.966576,1,0,Injured
2021,40.714462,-73.98166,1,0,Injured
2022,40.724327,-73.95515,1,0,Injured
2021,40.747295,-73.97405,1,0,Injured
2021,40.64505,-74.01173,1,0,Injured
2021,40.749054,-73.99576,1,0,Injured
2022,40.701355,-73.88794,1,0,Injured
2021,40.72409,-73.99743,1,0,Injured
2022,40.724693,-73.99419,1,0,Injured
2021,40.642563,-73.90633,1,0,Injured
2021,40.721935,-73.98533,1,0,Injured
2021,40.813786,-73.911476,1,0,Injured
2021,40.71112,-73.778915,1,0,Injured
2021,40.606247,-73.97645,1,0,Injured
2021,40.783245,-73.94473,1,0,Injured
2021,40.65317,-73.866875,1,0,Injured
2021,40.823647,-73.943855,1,0,Injured
2021,40.882877,-73.902,1,0,Injured
2021,40.75605,-73.94766,1,0,Injured
2021,40.716206,-73.9661,1,0,Injured
2021,40.811264,-73.95782,1,0,Injured
2021,40.79069,-73.94861,1,0,Injured
2021,40.68266,-73.963005,1,0,Injured
2021,40.886612,-73.84771,1,0,Injured
2021,40.71441,-73.966934,1,0,Injured
2021,40.77039,-73.954124,1,0,Injured
2021,40.82451,-73.95186,1,0,Injured
2022,40.73544,-74.00395,1,0,Injured
2022,40.755016,-73.88148,1,0,Injured
2022,40.71406,-73.95292,1,0,Injured
2022,40.661907,-73.99284,1,0,Injured
2022,40.70774,-73.95361,1,0,Injured
2022,40.722298,-73.99713,1,0,Injured
2022,40.65104,-74.0111,1,0,Injured
2022,40.694637,-73.949066,1,0,Injured
2022,40.766785,-73.893105,1,0,Injured
2021,40.648705,-74.010254,1,0,Injured
2022,40.85111,-73.93061,1,0,Injured
2022,40.7431,-73.974014,1,0,Injured
2022,40.68405,-73.97746,1,0,Injured
2021,40.718647,-73.83771,1,0,Injured
2021,40.748466,-73.99247,1,0,Injured
2022,40.760525,-73.97998,1,0,Injured
2022,40.675434,-73.97797,1,0,Injured
2021,40.8283,-73.88296,1,0,Injured
2021,40.747963,-73.86337,1,0,Injured
2022,40.70919,-73.96848,1,0,Injured
2022,40.677364,-73.90798,1,0,Injured
2022,40.818504,-73.91448,1,0,Injured
2021,40.825756,-73.95094,1,0,Injured
2021,40.667477,-73.95623,1,0,Injured
2022,40.680088,-73.94398,1,0,Injured
2022,40.843212,-73.83894,1,0,Injured
2022,40.613186,-73.9749,1,0,Injured
2022,40.705772,-73.89997,1,0,Injured
2021,40.700123,-73.90622,1,0,Injured
2021,40.83569,-73.93739,1,0,Injured
2022,40.635715,-73.97661,1,0,Injured
2022,40.67678,-73.98348,1,0,Injured
2021,40.825573,-73.94121,1,0,Injured
2022,40.718704,-73.98526,1,0,Injured
2022,40.67942,-73.96823,1,0,Injured
2022,40.751545,-73.87085,1,0,Injured
2022,40.698406,-73.80647,1,0,Injured
2022,40.827057,-73.95202,1,0,Injured
2022,40.743797,-73.98902,1,0,Injured
2022,40.57944,-73.979614,1,0,Injured
2022,40.720856,-74.00288,1,0,Injured
2022,40.76542,-73.98383,1,0,Injured
2022,40.725433,-73.951744,1,0,Injured
2021,40.642868,-73.917656,1,0,Injured
2021,40.71312,-73.93589,1,0,Injured
2021,40.645386,-73.99569,1,0,Injured
2021,40.73602,-73.98228,1,0,Injured
2021,40.710262,-73.953865,1,0,Injured
2021,40.701942,-73.961754,1,0,Injured
2021,40.747395,-73.853546,1,0,Injured
2021,40.697823,-73.90803,1,0,Injured
2021,40.685234,-73.92654,1,0,Injured
2021,40.738796,-73.97716,1,0,Injured
2021,40.60915,-73.96998,1,0,Injured
2021,40.763496,-73.80734,1,0,Injured
2021,40.583485,-73.95014,1,0,Injured
2021,40.69603,-73.943535,1,0,Injured
2021,0.0,0.0,1,0,Injured
2021,40.663517,-73.957214,1,0,Injured
2021,40.77303,-73.97829,2,0,Injured
2021,40.866047,-73.87207,0,1,Fatal
2021,40.682507,-73.94375,1,0,Injured
2021,40.684902,-73.92946,1,0,Injured
2021,40.708923,-73.81877,1,0,Injured
2021,40.643288,-74.0122,1,0,Injured
2021,40.651676,-74.010635,1,0,Injured
2021,40.689144,-73.99071,1,0,Injured
2021,40.74021,-73.71036,1,0,Injured
2021,40.677483,-73.93033,1,0,Injured
2021,40.63532,-74.02324,1,0,Injured
2021,40.75399,-73.90031,1,0,Injured
2021,40.652462,-73.92285,1,0,Injured
2021,40.708942,-73.95942,1,0,Injured
2021,40.76615,-73.919785,1,0,Injured
2021,40.657425,-73.99751,1,0,Injured
2021,40.714928,-74.00795,1,0,Injured
2021,40.72495,-73.99492,1,0,Injured
2021,40.684937,-73.91014,1,0,Injured
2021,40.659668,-73.99518,1,0,Injured
2021,40.689407,-73.913956,1,0,Injured
2021,40.729553,-73.91188,1,0,Injured
2021,40.680088,-73.94398,1,0,Injured
2021,40.615005,-73.980225,1,0,Injured
2021,40.764385,-73.96358,1,0,Injured
2021,40.863194,-73.91742,1,0,Injured
2021,40.764305,-73.9688,1,0,Injured
2021,40.754375,-73.8234,1,0,Injured
2021,40.760345,-73.92008,1,0,Injured
2021,40.636627,-73.94226,1,0,Injured
2022,40.710785,-73.95995,1,0,Injured
2021,40.743397,-73.9384,1,0,Injured
2022,40.767494,-73.95933,1,0,Injured
2021,40.6212541,-74.0028565,1,0,Injured
2021,40.715954,-73.986725,1,0,Injured
2021,40.85482,-73.9112,1,0,Injured
2021,40.63916,-74.0874,1,0,Injured
2021,40.821117,-73.957466,1,0,Injured
2021,40.72084,-74.00066,1,0,Injured
2021,40.68532,-73.98071,1,0,Injured
2021,40.755505,-73.96807,1,0,Injured
2021,40.639256,-73.968796,1,0,Injured
2021,40.64312,-73.90921,1,0,Injured
2021,40.761406,-73.80385,1,0,Injured
2021,40.763485,-73.98895,1,0,Injured
2021,40.80256,-73.943,1,0,Injured
2021,40.817173,-73.94606,1,0,Injured
2021,40.776237,-73.95587,1,0,Injured
2021,40.841076,-73.93977,1,0,Injured
2021,40.641747,-74.013824,1,0,Injured
2021,40.797943,-73.94003,1,0,Injured
2021,40.766533,-73.9783,1,0,Injured
2021,40.579197,-73.98195,1,0,Injured
2021,40.81207,-73.93603,1,0,Injured
2022,40.776722,-73.979294,1,0,Injured
2022,40.84271,-73.885666,1,0,Injured
2021,40.75484,-73.98412,1,0,Injured
2021,40.61815,-73.91689,1,0,Injured
2021,40.67841,-73.97911,1,0,Injured
2021,40.59568,-73.96099,1,0,Injured
2021,40.678722,-73.952995,1,0,Injured
2021,40.807556,-73.919235,1,0,Injured
2021,40.749706,-73.99157,1,0,Injured
2021,40.74662,-73.89359,1,0,Injured
2021,40.7112,-73.94861,1,0,Injured
2021,40.84678,-73.85526,1,0,Injured
2021,40.790253,-73.94564,1,0,Injured
2021,40.850956,-73.8519,1,0,Injured
2021,40.76552,-73.98004,1,0,Injured
2021,40.801754,-73.93121,1,0,Injured
2021,40.701992,-73.80996,1,0,Injured
2021,40.69968,-73.79864,1,0,Injured
2021,40.85219,-73.88201,1,0,Injured
2021,40.67129,-73.838066,1,0,Injured
2021,40.837425,-73.90275,1,0,Injured
2022,40.79428,-73.94902,1,0,Injured
2022,40.71346,-73.91522,1,0,Injured
2022,40.661125,-73.9507,1,0,Injured
2022,40.70253,-73.81404,1,0,Injured
2022,40.771347,-73.92285,1,0,Injured
2022,40.67297,-73.96745,1,0,Injured
2022,40.72225,-74.00592,1,0,Injured
2022,40.753048,-73.89155,1,0,Injured
2022,40.86877,-73.83174,1,0,Injured
2022,40.76718,-73.811646,1,0,Injured
2022,40.68185,-73.98004,1,0,Injured
2022,40.783974,-73.97031,1,0,Injured
2022,40.71997,-73.992905,1,0,Injured
2022,40.730003,-73.98354,1,0,Injured
2022,40.841274,-73.91762,1,0,Injured
2022,40.647625,-73.97727,1,0,Injured
2022,40.89134,-73.85852,1,0,Injured
2021,40.637413,-73.9991,1,0,Injured
2021,40.63472,-74.10894,1,0,Injured
2021,40.55848,-74.121605,1,0,Injured
2021,40.75758,-73.85841,1,0,Injured
2021,40.699013,-73.79573,1,0,Injured
2021,40.6972,-73.952934,1,0,Injured
2021,40.818336,-73.907005,1,0,Injured
2021,40.754875,-73.96853,1,0,Injured
2021,40.711246,-73.947975,1,0,Injured
2021,40.722584,-74.00636,1,0,Injured
2021,40.717995,-73.96094,1,0,Injured
2021,40.67968,-73.97826,1,0,Injured
2021,40.646057,-73.98006,1,0,Injured
2021,40.76326,-73.9747,1,0,Injured
2021,40.710262,-73.95802,1,0,Injured
2021,40.766235,-73.95633,1,0,Injured
2022,40.830242,-73.9497,1,0,Injured
2022,40.893856,-73.896065,1,0,Injured
2022,40.868687,-73.92344,1,0,Injured
2021,40.83389,-73.85466,1,0,Injured
2021,40.680477,-73.7921,1,0,Injured
2022,40.773335,-73.95506,1,0,Injured
2022,40.683582,-73.953964,1,0,Injured
2021,40.771084,-73.908226,1,0,Injured
2021,40.645504,-73.955086,1,0,Injured
2021,40.837654,-73.89997,1,0,Injured
2021,40.754604,-73.89453,1,0,Injured
2021,40.66173,-73.96078,1,0,Injured
2021,40.6802,-73.953285,1,0,Injured
2021,40.695705,-73.94637,1,0,Injured
2021,40.724285,-73.9756,1,0,Injured
2021,40.625343,-74.03617,1,0,Injured
2021,40.765224,-73.92275,1,0,Injured
2021,40.80014,-73.95319,1,0,Injured
2021,40.71766,-73.99223,1,0,Injured
2021,40.80602,-73.954216,1,0,Injured
2021,40.7563,-73.92007,1,0,Injured
2021,40.701332,-73.92684,1,0,Injured
2021,40.841293,-73.8828,1,0,Injured
2021,40.65738,-73.945984,1,0,Injured
2021,40.748363,-73.98041,1,0,Injured
2021,40.78031,-73.98569,1,0,Injured
2021,40.804066,-73.93117,1,0,Injured
2021,40.713642,-73.80694,1,0,Injured
2022,40.865364,-73.92439,1,0,Injured
2021,40.731018,-73.985916,1,0,Injured
2022,40.720074,-73.988365,1,0,Injured
2022,40.655037,-73.935585,1,0,Injured
2022,40.681137,-73.95567,1,0,Injured
2021,40.636147,-73.99097,1,0,Injured
2022,40.717834,-73.95773,1,0,Injured
2021,40.772797,-73.9822,1,0,Injured
2022,40.684082,-73.90864,1,0,Injured
2022,40.73378,-73.98065,1,0,Injured
2022,40.67416,-73.94732,1,0,Injured
2022,40.645107,-73.97989,1,0,Injured
2022,40.856712,-73.93264,1,0,Injured
2022,40.814632,-73.9442,1,0,Injured
2022,40.849285,-73.93894,1,0,Injured
2022,40.68902,-73.98617,1,0,Injured
2022,40.79944,-73.95531,1,0,Injured
2021,40.677166,-73.87775,1,0,Injured
2021,40.60714,-73.9978,1,0,Injured
2022,40.617004,-73.96912,1,0,Injured
2022,40.66135,-73.96122,1,0,Injured
2021,40.65117,-73.9419,1,0,Injured
2022,40.711834,-73.949814,1,0,Injured
2022,40.64544,-73.999214,1,0,Injured
2022,40.7488,-73.96986,1,0,Injured
2021,40.80897,-73.94833,1,0,Injured
2022,40.692482,-73.9203,1,0,Injured
2022,40.64106,-73.972275,1,0,Injured
2022,40.641468,-73.95938,1,0,Injured
2022,40.655037,-73.935585,1,0,Injured
2022,40.607235,-73.99194,1,0,Injured
2022,40.83411,-73.86336,1,0,Injured
2021,40.649277,-73.94361,1,0,Injured
2021,40.671337,-73.9448,1,0,Injured
2021,40.813374,-73.956276,1,0,Injured
2021,40.73648,-73.874275,1,0,Injured
2021,40.82942,-73.91226,1,0,Injured
2021,40.755928,-73.91928,1,0,Injured
2021,40.673714,-73.892456,1,0,Injured
2021,40.712406,-73.966,1,0,Injured
2021,40.655457,-73.92883,1,0,Injured
2021,40.69149,-73.92557,1,0,Injured
2021,40.65823,-74.00035,1,0,Injured
2021,40.69223,-73.76027,1,0,Injured
2021,40.84267,-73.8543,1,0,Injured
2021,40.801754,-73.93121,1,0,Injured
2021,40.610077,-74.00732,1,0,Injured
2021,40.760773,-73.984474,1,0,Injured
2021,40.68341,-73.87304,1,0,Injured
2021,40.829155,-73.93728,2,0,Injured
2021,40.700607,-73.89692,1,0,Injured
2021,40.76031,-73.774315,1,0,Injured
2021,40.702,-73.93205,1,0,Injured
2021,40.638313,-74.00663,2,0,Injured
2021,40.679276,-73.92906,1,0,Injured
2021,40.825424,-73.923485,1,0,Injured
2021,40.682243,-73.82222,1,0,Injured
2021,40.632603,-73.96617,1,0,Injured
2021,40.80118,-73.93975,1,0,Injured
2021,40.566383,-74.101555,1,0,Injured
2021,40.84206,-73.823425,1,0,Injured
2021,40.646255,-73.908905,1,0,Injured
2021,40.74962,-73.86665,1,0,Injured
2021,40.755657,-73.884445,1,0,Injured
2021,40.826427,-73.950455,1,0,Injured
2021,40.82261,-73.88711,1,0,Injured
2021,40.815304,-73.94371,1,0,Injured
2022,40.81722,-73.91924,1,0,Injured
2021,40.632572,-74.02361,1,0,Injured
2021,40.669098,-73.93666,1,0,Injured
2021,40.88492,-73.84883,1,0,Injured
2021,40.720707,-73.981316,1,0,Injured
2021,40.651157,-73.918144,1,0,Injured
2021,40.65766,-73.83371,1,0,Injured
2022,40.644604,-73.91996,1,0,Injured
2022,40.70636,-73.95192,1,0,Injured
2022,40.668667,-73.868324,1,0,Injured
2022,40.67046,-73.88788,1,0,Injured
2022,40.69821,-73.92406,1,0,Injured
2022,40.81339,-73.95627,1,0,Injured
2022,40.84771,-73.93798,1,0,Injured
2022,40.76164,-73.86723,1,0,Injured
2022,40.810207,-73.93951,1,0,Injured
2021,40.618595,-74.035995,1,0,Injured
2021,40.795437,-73.943954,1,0,Injured
2021,40.55542,-74.182976,1,0,Injured
2021,40.64546,-74.00638,1,0,Injured
2021,40.745796,-73.88385,1,0,Injured
2021,40.827206,-73.94246,1,0,Injured
2021,40.719395,-74.00189,1,0,Injured
2021,40.848637,-73.91169,1,0,Injured
2021,40.65121,-73.95893,1,0,Injured
2021,40.68821,-73.96583,1,0,Injured
2021,40.710716,-73.95359,1,0,Injured
2021,40.72032,-73.99404,1,0,Injured
2021,40.676342,-73.910934,1,0,Injured
2021,40.63778,-74.01794,1,0,Injured
2021,40.751976,-73.93197,1,0,Injured
2021,40.58369,-73.94808,1,0,Injured
2021,40.692356,-73.94282,1,0,Injured
2022,40.83202,-73.87323,0,1,Fatal
2021,40.751835,-73.82427,1,0,Injured
2022,40.59065,-73.96931,1,0,Injured
2022,40.8617,-73.89139,1,0,Injured
2022,40.715237,-74.01339,1,0,Injured
2021,40.68045,-73.87586,1,0,Injured
2022,40.670994,-73.95496,2,0,Injured
2022,40.744625,-73.98525,1,0,Injured
2021,40.835297,-73.91291,1,0,Injured
2021,40.694115,-73.79214,1,0,Injured
2021,40.619404,-74.02538,1,0,Injured
2021,40.716206,-73.9661,1,0,Injured
2021,40.705227,-73.949844,1,0,Injured
2021,40.680733,-73.97451,1,0,Injured
2021,40.70281,-73.9254,1,0,Injured
2021,40.76285,-73.967735,1,0,Injured
2021,40.65121,-73.95893,1,0,Injured
2021,40.65217,-73.96141,1,0,Injured
2021,40.82077,-73.95459,1,0,Injured
2021,40.81234,-73.90346,1,0,Injured
2021,40.893677,-73.84016,1,0,Injured
2021,40.6997,-73.9055,1,0,Injured
2021,40.610725,-74.08635,1,0,Injured
2021,40.8792169,-73.8852769,1,0,Injured
2021,40.6746537,-73.9091555,1,0,Injured
2022,40.714203,-73.956474,1,0,Injured
2022,40.686863,-73.96448,1,0,Injured
2022,40.641346,-73.99807,1,0,Injured
2022,40.683933,-73.91228,1,0,Injured
2022,40.64802,-73.979546,1,0,Injured
2021,40.76222,-73.97875,1,0,Injured
2021,40.671566,-73.79031,1,0,Injured
2021,40.73251,-73.857056,1,0,Injured
2021,40.704338,-73.82545,1,0,Injured
2021,40.705868,-74.00377,1,0,Injured
2021,40.826427,-73.950455,1,0,Injured
2021,40.680187,-73.967964,1,0,Injured
2021,40.673103,-73.92793,1,0,Injured
2021,40.750706,-73.82322,1,0,Injured
2021,40.84869,-73.90329,2,0,Injured
2021,40.75738,-73.966705,1,0,Injured
2021,40.628353,-74.02908,1,0,Injured
2021,40.643578,-73.9899,1,0,Injured
2021,40.74565,-73.92485,1,0,Injured
2021,40.66343,-73.74079,1,0,Injured
2021,40.68246,-73.830025,1,0,Injured
2022,40.70025,-73.93774,1,0,Injured
2022,40.699963,-73.90752,1,0,Injured
2022,40.57754,-73.99789,1,0,Injured
2022,40.803116,-73.95633,1,0,Injured
2021,40.8503081,-73.8864328,1,0,Injured
2022,40.82517,-73.896866,1,0,Injured
2022,40.80867,-73.95763,1,0,Injured
2022,40.747295,-73.97405,1,0,Injured
2022,40.760372,-73.815094,1,0,Injured
2022,40.797,-73.93778,1,0,Injured
2022,40.827656,-73.8861,1,0,Injured
2022,40.760612,-73.872894,1,0,Injured
2022,40.67066,-73.904205,1,0,Injured
2021,40.670734,-73.93373,1,0,Injured
2021,40.686905,-73.94463,1,0,Injured
2021,40.751816,-73.99744,1,0,Injured
2021,40.66701,-73.9004,1,0,Injured
2021,40.65255,-73.93049,1,0,Injured
2021,40.72143,-73.892746,1,0,Injured
2022,40.640068,-73.986885,1,0,Injured
2021,40.801754,-73.93121,1,0,Injured
2021,40.749844,-73.95225,1,0,Injured
2021,40.769543,-73.7924,1,0,Injured
2021,40.621635,-74.009636,1,0,Injured
2021,40.87673,-73.86444,1,0,Injured
2021,40.726067,-73.9089,1,0,Injured
2021,40.806477,-73.908455,1,0,Injured
2021,40.71625,-73.95519,1,0,Injured
2021,40.64647,-74.01258,1,0,Injured
2021,40.681686,-73.871574,1,0,Injured
2021,40.829697,-73.91313,1,0,Injured
2021,40.61983,-74.02957,1,0,Injured
2022,40.684814,-73.98353,1,0,Injured
2022,40.852818,-73.90476,1,0,Injured
2021,40.69603,-73.943535,1,0,Injured
2022,40.72543,-73.99678,1,0,Injured
2022,40.598312,-73.96119,1,0,Injured
2021,40.64422,-73.95989,1,0,Injured
2021,40.682846,-73.95382,1,0,Injured
2022,40.797367,-73.96053,1,0,Injured
2022,40.69099,-73.98932,1,0,Injured
2022,40.631504,-74.00296,1,0,Injured
2022,40.72547,-73.98396,1,0,Injured
2022,40.813297,-73.85822,1,0,Injured
2022,40.82269,-73.94947,2,0,Injured
2022,40.766712,-73.98289,1,0,Injured
2022,40.730564,-73.99052,1,0,Injured
2022,40.743942,-73.983635,1,0,Injured
2022,40.749573,-73.98523,1,0,Injured
2022,40.74345,-73.9882,1,0,Injured
2022,40.707634,-73.96378,1,0,Injured
2021,40.773808,-73.8929,1,0,Injured
2022,40.752563,-73.90526,1,0,Injured
2022,40.699524,-73.95236,1,0,Injured
2022,40.74712,-73.94239,1,0,Injured
2022,40.724144,-73.73604,1,0,Injured
2022,40.6104,-73.9586,1,0,Injured
2021,40.666286,-73.785934,1,0,Injured
2021,40.624767,-73.987206,1,0,Injured
2021,40.821068,-73.89894,1,0,Injured
2021,40.819786,-73.91216,0,1,Fatal
2021,40.60144,-74.00155,1,0,Injured
2021,40.740078,-73.99485,1,0,Injured
2021,40.785156,-73.97901,1,0,Injured
2021,40.656063,-73.93957,1,0,Injured
2021,40.58794,-73.97429,1,0,Injured
2021,40.77454,-73.95793,1,0,Injured
2021,40.785294,-73.969345,0,1,Fatal
2021,40.664192,-73.841125,1,0,Injured
2021,40.684082,-73.90864,1,0,Injured
2021,40.641468,-73.95938,1,0,Injured
2021,40.695114,-73.93194,1,0,Injured
2021,40.703377,-73.86343,1,0,Injured
2021,40.58646,-73.81544,1,0,Injured
2021,40.83089,-73.941376,1,0,Injured
2021,40.782463,-73.97883,1,0,Injured
2021,40.77041,-73.87558,1,0,Injured
2021,40.76027,-73.80401,1,0,Injured
2021,40.85602,-73.88846,1,0,Injured
2021,40.74459,-73.884674,1,0,Injured
2021,40.816566,-73.90766,1,0,Injured
2021,40.812725,-73.94931,1,0,Injured
2021,40.709732,-73.92792,1,0,Injured
2021,40.695637,-73.80372,1,0,Injured
2021,40.75539,-73.828285,1,0,Injured
2021,40.849144,-73.93548,1,0,Injured
2021,40.692036,-73.969635,1,0,Injured
2021,40.61278,-73.93969,1,0,Injured
2021,40.820255,-73.94562,1,0,Injured
2021,40.716965,-73.99443,1,0,Injured
2021,40.765545,-73.95471,1,0,Injured
2021,40.683304,-73.917274,1,0,Injured
2021,40.657288,-73.90756,1,0,Injured
2021,40.720745,-73.98617,1,0,Injured
2021,40.757385,-73.88855,1,0,Injured
2021,40.65011,-73.930214,1,0,Injured
2021,40.664394,-73.99394,1,0,Injured
2021,40.729248,-73.98368,1,0,Injured
2021,40.579826,-73.97622,1,0,Injured
2021,40.687523,-73.918625,1,0,Injured
2021,40.745815,-73.945656,1,0,Injured
2021,40.703587,-73.944336,1,0,Injured
2021,40.749157,-73.86943,2,0,Injured
